"","Transcript","IU_number","start_time","end_time","speaker","IU","Anonymity","Linguistic_info","Quotatives","Me_possessive","There's","Social_info","ordered"
"4548","SydS_GOF_174_Cassia",1362,"00:22:48.405","00:22:49.355","PNT: Cassia",".. [yeah I named him] --","","","","","","two of her children had names after her Uncle Terry – Dean's middle name is Terry, and her third son is also called Terry",1362
"1176","SydS_GOF_174_Cassia",1363,"00:22:48.475","00:22:48.791","INT: Erica","[<X re- X> --","","","","","","",1363
"1177","SydS_GOF_174_Cassia",1364,"00:22:48.791","00:22:49.527","INT: Erica","o=]h.","","","","","","",1364
"4549","SydS_GOF_174_Cassia",1365,"00:22:49.527","00:22:50.225","PNT: Cassia",".. and you know what,","","","","","","",1365
"4550","SydS_GOF_174_Cassia",1366,"00:22:50.225","00:22:51.945","PNT: Cassia","I never thought I'd have a third son?","","","","","","wasn't expecting to have a third son after the first two",1366
"1178","SydS_GOF_174_Cassia",1367,"00:22:51.945","00:22:52.603","INT: Erica",".. yeah y[eah].","","","","","","",1367
"4551","SydS_GOF_174_Cassia",1368,"00:22:52.374","00:22:52.716","PNT: Cassia","[so] uh --","","","","","","",1368
"4552","SydS_GOF_174_Cassia",1369,"00:22:52.716","00:22:54.280","PNT: Cassia","Dean's middle name is Terry.","Dean's Terry","","","","","",1369
"1179","SydS_GOF_174_Cassia",1370,"00:22:54.280","00:22:55.555","INT: Erica","... <@ oh reall[y @> @,","","","","","","",1370
"4553","SydS_GOF_174_Cassia",1371,"00:22:55.305","00:22:57.284","PNT: Cassia","[and legally it can ca]use problems,","","","","","","",1371
"1180","SydS_GOF_174_Cassia",1372,"00:22:55.555","00:22:56.485","INT: Erica","I didn't know that].","","","","","","",1372
"4554","SydS_GOF_174_Cassia",1373,"00:22:57.284","00:22:58.030","PNT: Cassia","I remember with --","","","","","","",1373
"4555","SydS_GOF_174_Cassia",1374,"00:22:58.030","00:22:59.500","PNT: Cassia",".. when we got mobile phones,","","","","","","",1374
"4556","SydS_GOF_174_Cassia",1375,"00:22:59.500","00:22:59.905","PNT: Cassia","we had --","","","","","","",1375
"4557","SydS_GOF_174_Cassia",1376,"00:22:59.905","00:23:02.235","PNT: Cassia","... Dean Terrence Karvelas.","Dean Terrence Karvelas","","","","","",1376
"4558","SydS_GOF_174_Cassia",1377,"00:23:02.235","00:23:04.780","PNT: Cassia","and then we had .. Terrence Philip Kar[velas].","Terrence Philip Karvelas","","","","","",1377
"1181","SydS_GOF_174_Cassia",1378,"00:23:04.280","00:23:04.932","INT: Erica","[@]@","","","","","","",1378
"4559","SydS_GOF_174_Cassia",1379,"00:23:04.932","00:23:05.717","PNT: Cassia",".. and,","","","","","","",1379
"4560","SydS_GOF_174_Cassia",1380,"00:23:05.717","00:23:07.620","PNT: Cassia","... um .. O[range],","","","","","","",1380
"1182","SydS_GOF_174_Cassia",1381,"00:23:07.090","00:23:07.965","INT: Erica","[is that their f]ull na- --","","","","","","",1381
"1183","SydS_GOF_174_Cassia",1382,"00:23:07.965","00:23:08.660","INT: Erica","Terrence.","Terrence","","","","","",1382
"1184","SydS_GOF_174_Cassia",1383,"00:23:08.660","00:23:08.965","INT: Erica",".. I d- --","","","","","","",1383
"4561","SydS_GOF_174_Cassia",1384,"00:23:08.965","00:23:09.388","PNT: Cassia",".. yeah,","","","","","","",1384
"4562","SydS_GOF_174_Cassia",1385,"00:23:09.388","00:23:10.084","PNT: Cassia","[Terrence].","Terrence","","","","","",1385
"1185","SydS_GOF_174_Cassia",1386,"00:23:09.388","00:23:09.970","INT: Erica","[oh wow,","","","","","","",1386
"1186","SydS_GOF_174_Cassia",1387,"00:23:09.970","00:23:10.780","INT: Erica","I d]idn't know t[2hat either2].","","","","","","",1387
"4563","SydS_GOF_174_Cassia",1388,"00:23:10.435","00:23:12.248","PNT: Cassia","[2yeah well2] Uncle Terry liked Terren[3ce3].","Terry Terrence","","","","","",1388
"1187","SydS_GOF_174_Cassia",1389,"00:23:12.085","00:23:12.555","INT: Erica","[3ye3]ah.","","","","","","",1389
"1188","SydS_GOF_174_Cassia",1390,"00:23:12.555","00:23:13.360","INT: Erica",".. I like it too.","","","","","","",1390
"4564","SydS_GOF_174_Cassia",1391,"00:23:13.360","00:23:14.410","PNT: Cassia",".. anyway um,","","","","","","",1391
"4565","SydS_GOF_174_Cassia",1392,"00:23:14.410","00:23:16.325","PNT: Cassia","we had the um the fraud people,","","","","","","",1392
"1189","SydS_GOF_174_Cassia",1393,"00:23:16.325","00:23:17.177","INT: Erica","... @ [@oh] --","","","","","","",1393
"4566","SydS_GOF_174_Cassia",1394,"00:23:16.715","00:23:18.164","PNT: Cassia","[stop a]ll our um,","","","","","","",1394
"4567","SydS_GOF_174_Cassia",1395,"00:23:18.164","00:23:19.864","PNT: Cassia",".. that worked for Orange back then.","","","","","","",1395
"1190","SydS_GOF_174_Cassia",1396,"00:23:19.864","00:23:20.285","INT: Erica","ye[ah yeah].","","","","","","",1396
"4568","SydS_GOF_174_Cassia",1397,"00:23:20.050","00:23:21.915","PNT: Cassia","[to p]ut a stop on .. the accounts,","","","","","","",1397
"4569","SydS_GOF_174_Cassia",1398,"00:23:21.915","00:23:23.070","PNT: Cassia","cause they tho[2ught there was2] a f- --","","","","","","two sons sharing a name (first/middle) has triggered fraud investigations e.g. when they got mobile phones, even though it's all legitimate",1398
"1191","SydS_GOF_174_Cassia",1399,"00:23:22.375","00:23:22.850","INT: Erica","[2oh2].","","","","","","",1399
"1192","SydS_GOF_174_Cassia",1400,"00:23:23.070","00:23:24.300","INT: Erica",".. o[h my gosh].","","","","","","",1400
"4570","SydS_GOF_174_Cassia",1401,"00:23:23.414","00:23:24.680","PNT: Cassia","[fraud was invo]lved.","","","","","","",1401
"1193","SydS_GOF_174_Cassia",1402,"00:23:24.680","00:23:26.320","INT: Erica",".. <@ because they had the same na[2me @>.","","","","","","",1402
"4571","SydS_GOF_174_Cassia",1403,"00:23:26.255","00:23:27.060","PNT: Cassia","[2yeah well s2]ort of --","","","","","","",1403
"1194","SydS_GOF_174_Cassia",1404,"00:23:26.320","00:23:26.745","INT: Erica","@@2]","","","","","","",1404
"4572","SydS_GOF_174_Cassia",1405,"00:23:27.060","00:23:27.908","PNT: Cassia","[yeah sort of.","","","","","","",1405
"1195","SydS_GOF_174_Cassia",1406,"00:23:27.060","00:23:27.860","INT: Erica","[sort of --","","","","","","",1406
"1196","SydS_GOF_174_Cassia",1407,"00:23:27.860","00:23:28.310","INT: Erica","yeah].","","","","","","",1407
"4573","SydS_GOF_174_Cassia",1408,"00:23:27.908","00:23:28.436","PNT: Cassia","ye]ah,","","","","","","",1408
"4574","SydS_GOF_174_Cassia",1409,"00:23:28.436","00:23:30.888","PNT: Cassia","like a middle name and then a first name and both Karvelas.","Karvelas","","","","","",1409
"1197","SydS_GOF_174_Cassia",1410,"00:23:30.888","00:23:31.620","INT: Erica",".. oh wow.","","","","","","",1410
"4575","SydS_GOF_174_Cassia",1411,"00:23:31.620","00:23:32.733","PNT: Cassia","[@@@]@[2@","","","","","","",1411
"1198","SydS_GOF_174_Cassia",1412,"00:23:31.620","00:23:32.060","INT: Erica","[@@]","","","","","","",1412
"1199","SydS_GOF_174_Cassia",1413,"00:23:32.410","00:23:32.800","INT: Erica","[2@","","","","","","",1413
"4576","SydS_GOF_174_Cassia",1414,"00:23:32.733","00:23:33.059","PNT: Cassia","@@2]","","","","","","",1414
"1200","SydS_GOF_174_Cassia",1415,"00:23:32.800","00:23:33.846","INT: Erica","that's a2] good story though.","","","","","","",1415
"1201","SydS_GOF_174_Cassia",1416,"00:23:33.846","00:23:34.079","INT: Erica","I [l- --","","","","","","",1416
"4577","SydS_GOF_174_Cassia",1417,"00:23:33.910","00:23:34.560","PNT: Cassia","[it is].","","","","","","",1417
"1202","SydS_GOF_174_Cassia",1418,"00:23:34.079","00:23:34.560","INT: Erica","yeah].","","","","","","",1418
"1203","SydS_GOF_174_Cassia",1419,"00:23:34.560","00:23:35.313","INT: Erica","... oh,","","","","","","",1419
"1204","SydS_GOF_174_Cassia",1420,"00:23:35.313","00:23:36.320","INT: Erica","I wish I had known,","","","","","","",1420
"1205","SydS_GOF_174_Cassia",1421,"00:23:36.320","00:23:37.450","INT: Erica",".. Uncle Terry n[ow], ","","","","","","",1421
"4578","SydS_GOF_174_Cassia",1422,"00:23:37.105","00:23:37.450","PNT: Cassia","[yeah],","","","","","","",1422
"4579","SydS_GOF_174_Cassia",1423,"00:23:37.450","00:23:38.920","PNT: Cassia","he was .. really nice man,","","","","","","",1423
"4580","SydS_GOF_174_Cassia",1424,"00:23:38.920","00:23:39.264","PNT: Cassia","he's a l- --","","","","","","",1424
"4581","SydS_GOF_174_Cassia",1425,"00:23:39.264","00:23:41.008","PNT: Cassia","he used to give us twenty cents --","","","","","","",1425
"1206","SydS_GOF_174_Cassia",1426,"00:23:41.008","00:23:41.880","INT: Erica",".. !ye[ah]. ","","","","","","",1426
"4582","SydS_GOF_174_Cassia",1427,"00:23:41.459","00:23:41.880","PNT: Cassia","[when gro-] --","","","","","","",1427
"4583","SydS_GOF_174_Cassia",1428,"00:23:41.880","00:23:42.435","PNT: Cassia",".. that was a lot,","","","","","","",1428
"4584","SydS_GOF_174_Cassia",1429,"00:23:42.435","00:23:44.400","PNT: Cassia",".. you could buy a lot [with twenty cents b]ack then.","","","","","","",1429
"1207","SydS_GOF_174_Cassia",1430,"00:23:43.230","00:23:43.895","INT: Erica","[X <@ twenty se- @>] --","","","","","","",1430
"1208","SydS_GOF_174_Cassia",1431,"00:23:44.400","00:23:44.715","INT: Erica","yeah.","","","","","","",1431
"4585","SydS_GOF_174_Cassia",1432,"00:23:44.715","00:23:45.845","PNT: Cassia",".. when we were very little,","","","","","","",1432
"4586","SydS_GOF_174_Cassia",1433,"00:23:45.845","00:23:46.905","PNT: Cassia","and when X we'd go to the shops,","","","","","","",1433
"4587","SydS_GOF_174_Cassia",1434,"00:23:46.905","00:23:47.380","PNT: Cassia","and we'd get,","","","","","","",1434
"4588","SydS_GOF_174_Cassia",1435,"00:23:47.380","00:23:48.080","PNT: Cassia",".. % you know,","","","","","","",1435
"4589","SydS_GOF_174_Cassia",1436,"00:23:48.080","00:23:49.165","PNT: Cassia","all these little .. swee[ts,","","","","","","",1436
"1209","SydS_GOF_174_Cassia",1437,"00:23:48.985","00:23:50.371","INT: Erica","[like treats and stuff,","","","","","","",1437
"4590","SydS_GOF_174_Cassia",1438,"00:23:49.165","00:23:50.245","PNT: Cassia","and treats and things,","","","","","","",1438
"4591","SydS_GOF_174_Cassia",1439,"00:23:50.245","00:23:51.380","PNT: Cassia","with twenty cents],","","","","","","",1439
"1210","SydS_GOF_174_Cassia",1440,"00:23:50.371","00:23:51.870","INT: Erica","lollipops or so]mething.","","","","","","",1440
"4592","SydS_GOF_174_Cassia",1441,"00:23:51.870","00:23:52.515","PNT: Cassia",".. oh yeah,","","","","","","",1441
"4593","SydS_GOF_174_Cassia",1442,"00:23:52.515","00:23:54.104","PNT: Cassia","[you could b]uy a lot with twenty cents.","","","","","","""you could buy a lot with 20c"" when she was growing up",1442
"1211","SydS_GOF_174_Cassia",1443,"00:23:52.515","00:23:52.828","INT: Erica","[yeah],","","","","","","",1443
"4594","SydS_GOF_174_Cassia",1444,"00:23:54.104","00:23:55.420","PNT: Cassia","like the big Charlies,","","","","","","",1444
"4595","SydS_GOF_174_Cassia",1445,"00:23:55.420","00:23:56.435","PNT: Cassia","the big um,","","","","","","",1445
"4596","SydS_GOF_174_Cassia",1446,"00:23:56.435","00:23:57.320","PNT: Cassia","... I- --","","","","","","",1446
"4597","SydS_GOF_174_Cassia",1447,"00:23:57.320","00:23:58.140","PNT: Cassia","... chewi- --","","","","","","",1447
"4598","SydS_GOF_174_Cassia",1448,"00:23:58.140","00:23:59.348","PNT: Cassia",".. like they were bubblegum,","","","","","","",1448
"4599","SydS_GOF_174_Cassia",1449,"00:23:59.348","00:24:00.255","PNT: Cassia","i[n big lo]ng --","","","","","","",1449
"1212","SydS_GOF_174_Cassia",1450,"00:23:59.415","00:24:00.045","INT: Erica","[yeah yeah yeah].","","","","","","",1450
"4600","SydS_GOF_174_Cassia",1451,"00:24:00.255","00:24:01.080","PNT: Cassia","... s- --","","","","","","",1451
"4601","SydS_GOF_174_Cassia",1452,"00:24:01.080","00:24:01.980","PNT: Cassia","... yeah like --","","","","","","",1452
"4602","SydS_GOF_174_Cassia",1453,"00:24:01.980","00:24:02.545","PNT: Cassia","... le- --","","","","","","",1453
"4603","SydS_GOF_174_Cassia",1454,"00:24:02.545","00:24:03.170","PNT: Cassia",".. l- about a m- --","","","","","","",1454
"4604","SydS_GOF_174_Cassia",1455,"00:24:03.170","00:24:03.715","PNT: Cassia",".. yeah a f- --","","","","","","",1455
"4605","SydS_GOF_174_Cassia",1456,"00:24:03.715","00:24:04.125","PNT: Cassia","[good f-] --","","","","","","",1456
"1213","SydS_GOF_174_Cassia",1457,"00:24:03.715","00:24:04.335","INT: Erica","[yeah ye]ah.","","","","","","",1457
"4606","SydS_GOF_174_Cassia",1458,"00:24:04.335","00:24:05.888","PNT: Cassia",".. twelve inches long [2I think2] --","","","","","","",1458
"1214","SydS_GOF_174_Cassia",1459,"00:24:05.460","00:24:06.096","INT: Erica","[2wo2]w.","","","","","","",1459
"4607","SydS_GOF_174_Cassia",1460,"00:24:06.096","00:24:07.960","PNT: Cassia",".. yeah and they were about five cent[s].","","","","","","",1460
"1215","SydS_GOF_174_Cassia",1461,"00:24:07.741","00:24:08.341","INT: Erica","[oh my] gosh,","","","","","","",1461
"1216","SydS_GOF_174_Cassia",1462,"00:24:08.341","00:24:08.968","INT: Erica","different [2ti2]me,","","","","","","",1462
"4608","SydS_GOF_174_Cassia",1463,"00:24:08.608","00:24:08.855","PNT: Cassia","[2yeah2].","","","","","","",1463
"1217","SydS_GOF_174_Cassia",1464,"00:24:08.968","00:24:09.652","INT: Erica","<@ five cents @>.","","","","","","",1464
"4609","SydS_GOF_174_Cassia",1465,"00:24:09.652","00:24:10.320","PNT: Cassia","[I know,","","","","","","",1465
"1218","SydS_GOF_174_Cassia",1466,"00:24:09.652","00:24:10.576","INT: Erica","[@@@@]","","","","","","",1466
"4610","SydS_GOF_174_Cassia",1467,"00:24:10.320","00:24:11.312","PNT: Cassia","you can't] buy anything now.","","","","","","",1467
"4611","SydS_GOF_174_Cassia",1468,"00:24:11.312","00:24:11.664","PNT: Cassia","you see --","","","","","","",1468
"4612","SydS_GOF_174_Cassia",1469,"00:24:11.664","00:24:12.239","PNT: Cassia","@@[@]","","","","","","",1469
"1219","SydS_GOF_174_Cassia",1470,"00:24:12.000","00:24:12.239","INT: Erica","[@]","","","","","","",1470
"1220","SydS_GOF_174_Cassia",1471,"00:24:12.239","00:24:13.080","INT: Erica","<@ I know @> @.","","","","","","",1471
"1221","SydS_GOF_174_Cassia",1472,"00:24:13.080","00:24:14.505","INT: Erica","but the twelve-dollar lettuces,","","","","","","",1472
"1222","SydS_GOF_174_Cassia",1473,"00:24:14.505","00:24:15.312","INT: Erica","@@[@]","","","","","","",1473
"4613","SydS_GOF_174_Cassia",1474,"00:24:14.860","00:24:15.312","PNT: Cassia","[@@] ","","","","","","",1474
"1223","SydS_GOF_174_Cassia",1475,"00:24:15.312","00:24:15.898","INT: Erica",".. I know.","","","","","","",1475
"1224","SydS_GOF_174_Cassia",1476,"00:24:15.898","00:24:16.825","INT: Erica","... [oh],","","","","","","",1476
"4614","SydS_GOF_174_Cassia",1477,"00:24:16.228","00:24:16.825","PNT: Cassia","[oh].","","","","","","",1477
"1225","SydS_GOF_174_Cassia",1478,"00:24:16.825","00:24:18.105","INT: Erica","g- oh that's so nice.","","","","","","",1478
"1226","SydS_GOF_174_Cassia",1479,"00:24:18.105","00:24:18.615","INT: Erica","yeah.","","","","","","",1479
"1227","SydS_GOF_174_Cassia",1480,"00:24:18.615","00:24:19.445","INT: Erica",".. um,","","","","","","",1480
"1228","SydS_GOF_174_Cassia",1481,"00:24:19.445","00:24:21.530","INT: Erica","... going back to Greece though,","","","","","","",1481
"1229","SydS_GOF_174_Cassia",1482,"00:24:21.530","00:24:22.935","INT: Erica","so you .. came back,","","","","","","",1482
"1230","SydS_GOF_174_Cassia",1483,"00:24:22.935","00:24:23.615","INT: Erica","... but,","","","","","","",1483
"1231","SydS_GOF_174_Cassia",1484,"00:24:23.615","00:24:24.585","INT: Erica",".. have you --","","","","","","",1484
"1232","SydS_GOF_174_Cassia",1485,"00:24:24.585","00:24:26.275","INT: Erica","you've been back to Greece sin[ce].","","","","","","",1485
"4615","SydS_GOF_174_Cassia",1486,"00:24:26.181","00:24:26.664","PNT: Cassia","[y]e[2s2].","","","","","","",1486
"1233","SydS_GOF_174_Cassia",1487,"00:24:26.450","00:24:27.005","INT: Erica","[2as w2]ell.","","","","","","",1487
"1234","SydS_GOF_174_Cassia",1488,"00:24:27.005","00:24:28.118","INT: Erica",".. [3was that3] .. ju[st res-] --","","","","","","",1488
"4616","SydS_GOF_174_Cassia",1489,"00:24:27.128","00:24:27.425","PNT: Cassia","[3yeah3],","","","","","","",1489
"4617","SydS_GOF_174_Cassia",1490,"00:24:27.545","00:24:28.570","PNT: Cassia","[I've been tw]i[2ce2].","","","","","","has been back to Greece twice, after the one year when they lived there",1490
"1235","SydS_GOF_174_Cassia",1491,"00:24:28.396","00:24:29.215","INT: Erica","[2been2] twice back.","","","","","","",1491
"4618","SydS_GOF_174_Cassia",1492,"00:24:29.215","00:24:29.815","PNT: Cassia",".. y[es]. ","","","","","","",1492
"1236","SydS_GOF_174_Cassia",1493,"00:24:29.418","00:24:29.655","INT: Erica","[so- --","","","","","","",1493
"1237","SydS_GOF_174_Cassia",1494,"00:24:29.655","00:24:31.040","INT: Erica","caus]e I only remember the --","","","","","","",1494
"1238","SydS_GOF_174_Cassia",1495,"00:24:31.040","00:24:33.281","INT: Erica","... your most recent [2time I think2].","","","","","","",1495
"4619","SydS_GOF_174_Cassia",1496,"00:24:32.470","00:24:34.100","PNT: Cassia","[2oh that was two thou2]sand and eight.","","","","","","most recent trip to Greece was 2008, went with her sons",1496
"1239","SydS_GOF_174_Cassia",1497,"00:24:34.100","00:24:35.090","INT: Erica","... eight --","","","","","","",1497
"4620","SydS_GOF_174_Cassia",1498,"00:24:35.090","00:24:36.358","PNT: Cassia",".. I [went with the] boy[2s.","","","","","","",1498
"1240","SydS_GOF_174_Cassia",1499,"00:24:35.403","00:24:35.801","INT: Erica","[so] --","","","","","","",1499
"1241","SydS_GOF_174_Cassia",1500,"00:24:36.328","00:24:37.015","INT: Erica","[2went with th2]e boys,","","","","","","",1500
"4621","SydS_GOF_174_Cassia",1501,"00:24:36.358","00:24:36.595","PNT: Cassia","yeah2].","","","","","","",1501
"1242","SydS_GOF_174_Cassia",1502,"00:24:37.015","00:24:37.765","INT: Erica","yeah that's right.","","","","","","",1502
"1243","SydS_GOF_174_Cassia",1503,"00:24:37.765","00:24:39.035","INT: Erica","where did you go on that trip.","","","","","","",1503
"4622","SydS_GOF_174_Cassia",1504,"00:24:39.035","00:24:39.828","PNT: Cassia",".. o[=h,","","","","","","",1504
"1244","SydS_GOF_174_Cassia",1505,"00:24:39.485","00:24:40.005","INT: Erica","[I think I --","","","","","","",1505
"4623","SydS_GOF_174_Cassia",1506,"00:24:39.828","00:24:40.812","PNT: Cassia","that was beautiful,","","","","","","",1506
"1245","SydS_GOF_174_Cassia",1507,"00:24:40.005","00:24:40.485","INT: Erica","yeah,","","","","","","",1507
"1246","SydS_GOF_174_Cassia",1508,"00:24:40.485","00:24:41.701","INT: Erica","tell me about that one].","","","","","","",1508
"4624","SydS_GOF_174_Cassia",1509,"00:24:40.812","00:24:41.155","PNT: Cassia","we got --","","","","","","",1509
"4625","SydS_GOF_174_Cassia",1510,"00:24:41.155","00:24:42.487","PNT: Cassia","we got to] Athens Airport,","","","","","","",1510
"4626","SydS_GOF_174_Cassia",1511,"00:24:42.487","00:24:44.692","PNT: Cassia","and flew straight out to Santorini.","","","","","","",1511
"1247","SydS_GOF_174_Cassia",1512,"00:24:44.692","00:24:45.560","INT: Erica",".. w[ow].","","","","","","",1512
"4627","SydS_GOF_174_Cassia",1513,"00:24:45.165","00:24:46.270","PNT: Cassia","[and we] got there at --","","","","","","",1513
"4628","SydS_GOF_174_Cassia",1514,"00:24:46.270","00:24:47.224","PNT: Cassia",".. at dusk,","","","","","","",1514
"4629","SydS_GOF_174_Cassia",1515,"00:24:47.224","00:24:49.000","PNT: Cassia",".. and we were in .. Imerovigli,","","","","","","",1515
"4630","SydS_GOF_174_Cassia",1516,"00:24:49.000","00:24:49.495","PNT: Cassia","which is at --","","","","","","",1516
"4631","SydS_GOF_174_Cassia",1517,"00:24:49.495","00:24:50.835","PNT: Cassia",".. one of the higher points,","","","","","","",1517
"4632","SydS_GOF_174_Cassia",1518,"00:24:50.835","00:24:52.490","PNT: Cassia",".. the view was stunning,","","","","","","",1518
"4633","SydS_GOF_174_Cassia",1519,"00:24:52.490","00:24:55.932","PNT: Cassia",".. and Terry turned to me and said thank you for bringing us Mum,","Terry","","","","","",1519
"4634","SydS_GOF_174_Cassia",1520,"00:24:55.932","00:24:57.344","PNT: Cassia","I will ne[ver forget tha]t,","","","","","","",1520
"1248","SydS_GOF_174_Cassia",1521,"00:24:56.405","00:24:57.070","INT: Erica","[o=h].","","","","","","",1521
"1249","SydS_GOF_174_Cassia",1522,"00:24:57.344","00:24:59.008","INT: Erica",".. that's such [2a special moment2].","","","","","","",1522
"4635","SydS_GOF_174_Cassia",1523,"00:24:57.880","00:24:59.008","PNT: Cassia","[2he's an old soul2].","","","","","","",1523
"1250","SydS_GOF_174_Cassia",1524,"00:24:59.008","00:24:59.725","INT: Erica",".. yeah.","","","","","","",1524
"4636","SydS_GOF_174_Cassia",1525,"00:24:59.725","00:25:00.164","PNT: Cassia",".. yeah,","","","","","","",1525
"4637","SydS_GOF_174_Cassia",1526,"00:25:00.164","00:25:01.140","PNT: Cassia","that was amazing.","","","","","","",1526
"4638","SydS_GOF_174_Cassia",1527,"00:25:01.140","00:25:03.378","PNT: Cassia",".. and [then we went] to um .. Ios,","","","","","","",1527
"1251","SydS_GOF_174_Cassia",1528,"00:25:01.370","00:25:01.925","INT: Erica","[<P <X wow X> P>].","","","","","","",1528
"1252","SydS_GOF_174_Cassia",1529,"00:25:03.378","00:25:03.650","INT: Erica","yep,","","","","","","",1529
"1253","SydS_GOF_174_Cassia",1530,"00:25:03.650","00:25:04.705","INT: Erica",".. I haven’t been to Io[s,","","","","","","",1530
"4639","SydS_GOF_174_Cassia",1531,"00:25:04.660","00:25:06.209","PNT: Cassia","[oh it's party i]sland,","","","","","","",1531
"1254","SydS_GOF_174_Cassia",1532,"00:25:04.705","00:25:05.930","INT: Erica","but .. everyone loves it].","","","","","","",1532
"4640","SydS_GOF_174_Cassia",1533,"00:25:06.209","00:25:07.070","PNT: Cassia","[2very nice,","","","","","","",1533
"1255","SydS_GOF_174_Cassia",1534,"00:25:06.209","00:25:06.800","INT: Erica","[2party island,","","","","","","",1534
"1256","SydS_GOF_174_Cassia",1535,"00:25:06.800","00:25:07.943","INT: Erica","@ <@ yeah I @> was g]onna say,","","","","","","",1535
"4641","SydS_GOF_174_Cassia",1536,"00:25:07.070","00:25:07.415","PNT: Cassia","yeah2].","","","","","","",1536
"1257","SydS_GOF_174_Cassia",1537,"00:25:07.943","00:25:08.020","INT: Erica","mi- --","","","","","","",1537
"4642","SydS_GOF_174_Cassia",1538,"00:25:08.020","00:25:08.755","PNT: Cassia","ye[ah very ni-] --","","","","","","",1538
"1258","SydS_GOF_174_Cassia",1539,"00:25:08.140","00:25:09.811","INT: Erica","[but I know so]me [2girl2]s that have @been.","","","","","","",1539
"4643","SydS_GOF_174_Cassia",1540,"00:25:08.875","00:25:09.105","PNT: Cassia","[2we2] --","","","","","","",1540
"4644","SydS_GOF_174_Cassia",1541,"00:25:09.811","00:25:10.175","PNT: Cassia","[3oh,","","","","","","",1541
"1259","SydS_GOF_174_Cassia",1542,"00:25:09.811","00:25:10.324","INT: Erica","[3@3]","","","","","","",1542
"4645","SydS_GOF_174_Cassia",1543,"00:25:10.175","00:25:11.220","PNT: Cassia","we3] went to a pub,","","","","","","",1543
"4646","SydS_GOF_174_Cassia",1544,"00:25:11.220","00:25:12.090","PNT: Cassia","an English pub,","","","","","","",1544
"4647","SydS_GOF_174_Cassia",1545,"00:25:12.090","00:25:13.408","PNT: Cassia","and the boys watched the s- --","","","","","","",1545
"4648","SydS_GOF_174_Cassia",1546,"00:25:13.408","00:25:14.165","PNT: Cassia","... um,","","","","","","",1546
"4649","SydS_GOF_174_Cassia",1547,"00:25:14.165","00:25:15.485","PNT: Cassia",".. State of Origin.","","","","","","",1547
"1260","SydS_GOF_174_Cassia",1548,"00:25:15.485","00:25:16.330","INT: Erica","... what,","","","","","","",1548
"1261","SydS_GOF_174_Cassia",1549,"00:25:16.330","00:25:17.106","INT: Erica",".. @reall[y.","","","","","","",1549
"4650","SydS_GOF_174_Cassia",1550,"00:25:16.850","00:25:17.526","PNT: Cassia","[yeah.","","","","","","",1550
"1262","SydS_GOF_174_Cassia",1551,"00:25:17.106","00:25:17.775","INT: Erica","@@ ","","","","","","",1551
"4651","SydS_GOF_174_Cassia",1552,"00:25:17.526","00:25:17.775","PNT: Cassia","y- -- ","","","","","","",1552
"4652","SydS_GOF_174_Cassia",1553,"00:25:17.775","00:25:18.025","PNT: Cassia","at --","","","","","","",1553
"1263","SydS_GOF_174_Cassia",1554,"00:25:17.775","00:25:19.336","INT: Erica","<X definitely X> party isl]and then.","","","","","","",1554
"4653","SydS_GOF_174_Cassia",1555,"00:25:18.025","00:25:18.955","PNT: Cassia","on an island],","","","","","","",1555
"1264","SydS_GOF_174_Cassia",1556,"00:25:19.336","00:25:19.767","INT: Erica","@[2@2]","","","","","","",1556
"4654","SydS_GOF_174_Cassia",1557,"00:25:19.501","00:25:20.329","PNT: Cassia","[2in a2] pub,","","","","","","",1557
"4655","SydS_GOF_174_Cassia",1558,"00:25:20.329","00:25:20.701","PNT: Cassia",".. on --","","","","","","",1558
"1265","SydS_GOF_174_Cassia",1559,"00:25:20.701","00:25:21.124","INT: Erica","@@","","","","","","",1559
"4656","SydS_GOF_174_Cassia",1560,"00:25:21.124","00:25:22.390","PNT: Cassia","in I[os=.","","","","","","",1560
"1266","SydS_GOF_174_Cassia",1561,"00:25:21.472","00:25:22.155","INT: Erica","[in Greece.","","","","","","",1561
"1267","SydS_GOF_174_Cassia",1562,"00:25:22.155","00:25:23.002","INT: Erica","@@@@]","","","","","","",1562
"4657","SydS_GOF_174_Cassia",1563,"00:25:22.390","00:25:23.002","PNT: Cassia","yeah],","","","","","","",1563
"4658","SydS_GOF_174_Cassia",1564,"00:25:23.002","00:25:24.040","PNT: Cassia","@ <@ [2and2] the[3y were2] @> -- ","","","","","","",1564
"1268","SydS_GOF_174_Cassia",1565,"00:25:23.270","00:25:23.530","INT: Erica","[2yeah2],","","","","","","",1565
"1269","SydS_GOF_174_Cassia",1566,"00:25:23.680","00:25:24.040","INT: Erica","[3@3]","","","","","","",1566
"4659","SydS_GOF_174_Cassia",1567,"00:25:24.040","00:25:25.215","PNT: Cassia",".. sending [messages] --","","","","","","",1567
"1270","SydS_GOF_174_Cassia",1568,"00:25:24.595","00:25:26.215","INT: Erica","[did you like S]antorini though?","","","","","","",1568
"4660","SydS_GOF_174_Cassia",1569,"00:25:26.215","00:25:27.004","PNT: Cassia",".. oh I loved it,","","","","","","",1569
"4661","SydS_GOF_174_Cassia",1570,"00:25:27.004","00:25:27.780","PNT: Cassia","I [could have] stay- --","","","","","","",1570
